"year","age","male","prop_remitted","educ","prop_cmig","log_npop","prop_self","prop_agri","prop_lessminwage"
1982,24,1,0.350953067,6,0.0950252,10.62133,0.2796,0.24365,0.13776
1982,28,1,0.353413847,6,0.0950252,10.62133,0.2796,0.24365,0.13776
1977,35,1,0.381067441,0,0.0553382,10.20359,0.2831,0.34075,0.1494673
1985,21,0,0.400591464,4,0.1106764,10.62133,0.2796,0.24365,0.137792
1986,24,1,0.368922931,7,0.1196199,10.62133,0.2796,0.24365,0.1390484
1986,30,0,0.235233337,2,0.1196199,10.62133,0.2796,0.24365,0.1390484
1975,20,1,0.48994284,6,0.0458357,10.20359,0.2831,0.34075,0.1475543
1981,24,1,0.370971752,6,0.0894354,10.62133,0.2796,0.24365,0.1362066
1987,22,1,0.408091239,8,0.1274455,10.62133,0.2796,0.24365,0.1367292
1972,34,1,0.388681444,3,0.0346562,10.20359,0.2831,0.34075,0.1565455
1987,18,1,0.362767021,6,0.1274455,10.62133,0.2796,0.24365,0.1367292
1983,24,0,0.373769615,6,0.1006149,10.62133,0.2796,0.24365,0.1393506
1979,24,1,0.451209068,5,0.0659586,10.20359,0.2831,0.34075,0.1456347
1984,18,1,0.396775018,6,0.1073225,10.62133,0.2796,0.24365,0.138887
1985,17,1,0.386040743,6,0.1106764,10.62133,0.2796,0.24365,0.137792
1980,30,1,0.416438149,6,0.0771381,10.62133,0.2796,0.24365,0.1373002
1986,56,0,0.396734711,0,0.1196199,10.62133,0.2796,0.24365,0.1390484
1978,22,1,0.431292013,6,0.059251,10.20359,0.2831,0.34075,0.1494865
1983,23,0,0.320843146,6,0.1006149,10.62133,0.2796,0.24365,0.1393506
1976,19,1,0.351157367,6,0.0508664,10.20359,0.2831,0.34075,0.1482917
1979,23,0,0.345568457,6,0.0659586,10.20359,0.2831,0.34075,0.1456347
1978,20,1,0.376229885,6,0.059251,10.20359,0.2831,0.34075,0.1494865
1985,20,1,0.324244165,6,0.1106764,10.62133,0.2796,0.24365,0.137792
1981,21,1,0.312343456,3,0.0894354,10.62133,0.2796,0.24365,0.1362066
1983,17,1,0.308468504,6,0.1006149,10.62133,0.2796,0.24365,0.1393506
1985,17,1,0.333835655,6,0.1106764,10.62133,0.2796,0.24365,0.137792
1987,20,1,0.312130476,10,0.1274455,10.62133,0.2796,0.24365,0.1367292
1970,20,1,0.38736289,6,0.0307434,10.20359,0.2831,0.34075,0.1469026
1972,20,1,0.450921834,6,0.0346562,10.20359,0.2831,0.34075,0.1565455
1982,24,1,0.30572273,6,0.0950252,10.62133,0.2796,0.24365,0.13776
1980,23,1,0.422290709,2,0.0771381,10.62133,0.2796,0.24365,0.1373002
1980,23,1,0.367166559,4,0.0771381,10.62133,0.2796,0.24365,0.1373002
1980,17,1,0.409538642,5,0.0771381,10.62133,0.2796,0.24365,0.1373002
1973,21,0,0.479400036,9,0.038569,10.20359,0.2831,0.34075,0.1562987
1974,49,0,0.43386828,2,0.0408049,10.20359,0.2831,0.34075,0.1487976
1968,40,1,0.414975031,0,0.0262717,9.952278,0.3014,0.5274,0.1454793
1979,17,1,0.433241311,6,0.0659586,10.20359,0.2831,0.34075,0.1456347
1987,27,1,0.293190263,6,0.1274455,10.62133,0.2796,0.24365,0.1367292
1976,21,1,0.427156421,3,0.0508664,10.20359,0.2831,0.34075,0.1482917
1973,20,0,0.431056735,6,0.038569,10.20359,0.2831,0.34075,0.1562987
1975,58,1,0.444836231,4,0.0458357,10.20359,0.2831,0.34075,0.1475543
1977,19,0,0.464661372,6,0.0553382,10.20359,0.2831,0.34075,0.1494673
1987,39,1,0.355826602,6,0.1274455,10.62133,0.2796,0.24365,0.1367292
1983,31,1,0.408424046,4,0.1006149,10.62133,0.2796,0.24365,0.1393506
1975,18,1,0.378252562,6,0.0458357,10.20359,0.2831,0.34075,0.1475543
1978,33,1,0.409850501,6,0.059251,10.20359,0.2831,0.34075,0.1494865
1979,32,1,0.398255186,3,0.0659586,10.20359,0.2831,0.34075,0.1456347
1981,35,1,0.451640386,4,0.0894354,10.62133,0.2796,0.24365,0.1362066
1981,31,1,0.426123455,4,0.0894354,10.62133,0.2796,0.24365,0.1362066
1981,26,1,0.46879047,4,0.0894354,10.62133,0.2796,0.24365,0.1362066
1983,32,1,0.362432644,13,0.1006149,10.62133,0.2796,0.24365,0.1393506
1987,21,1,0.351004442,8,0.1274455,10.62133,0.2796,0.24365,0.1367292
1987,19,1,0.350258632,6,0.1274455,10.62133,0.2796,0.24365,0.1367292
1978,22,1,0.536826037,6,0.059251,10.20359,0.2831,0.34075,0.1494865
1978,20,1,0.409510201,6,0.059251,10.20359,0.2831,0.34075,0.1494865
1980,17,0,0.37534101,6,0.0771381,10.62133,0.2796,0.24365,0.1373002
1980,15,1,0.456865729,6,0.0771381,10.62133,0.2796,0.24365,0.1373002
1980,19,0,0.330705545,6,0.0771381,10.62133,0.2796,0.24365,0.1373002
1984,25,1,0.38573514,6,0.1073225,10.62133,0.2796,0.24365,0.138887
1979,22,0,0.406776845,12,0.0659586,10.20359,0.2831,0.34075,0.1456347
1980,19,1,0.427642158,3,0.0771381,10.62133,0.2796,0.24365,0.1373002
1986,21,0,0.308292082,6,0.1196199,10.62133,0.2796,0.24365,0.1390484
1987,20,0,0.376778851,9,0.1274455,10.62133,0.2796,0.24365,0.1367292
1970,24,1,0.412425874,6,0.0307434,10.20359,0.2831,0.34075,0.1469026
1985,16,1,0.410016582,6,0.1106764,10.62133,0.2796,0.24365,0.137792
1978,17,1,0.400486476,3,0.059251,10.20359,0.2831,0.34075,0.1494865
1980,29,1,0.437295455,2,0.0771381,10.62133,0.2796,0.24365,0.1373002
1980,27,0,0.499539284,1,0.0771381,10.62133,0.2796,0.24365,0.1373002
1982,19,1,0.302253588,9,0.0950252,10.62133,0.2796,0.24365,0.13776
1983,18,1,0.44191477,8,0.1006149,10.62133,0.2796,0.24365,0.1393506
1986,18,1,0.37733911,9,0.1196199,10.62133,0.2796,0.24365,0.1390484
1968,25,1,0.473085129,2,0.0262717,9.952278,0.3014,0.5274,0.1454793
1966,20,1,0.387202365,6,0.0245947,9.952278,0.3014,0.5274,0.142437
1980,16,1,0.317307007,6,0.0771381,10.62133,0.2796,0.24365,0.1373002
1985,15,0,0.341555971,6,0.1106764,10.62133,0.2796,0.24365,0.137792
1975,25,1,0.45728964,6,0.0458357,10.20359,0.2831,0.34075,0.1475543
1980,21,0,0.407305845,3,0.0771381,10.62133,0.2796,0.24365,0.1373002
1982,21,0,0.392299512,3,0.0950252,10.62133,0.2796,0.24365,0.13776
1973,18,1,0.414820908,6,0.038569,10.20359,0.2831,0.34075,0.1562987
1975,18,1,0.454943569,6,0.0458357,10.20359,0.2831,0.34075,0.1475543
1979,15,1,0.3919995,6,0.0659586,10.20359,0.2831,0.34075,0.1456347
1972,18,1,0.45009459,0,0.0346562,10.20359,0.2831,0.34075,0.1565455
1974,21,1,0.465389369,0,0.0408049,10.20359,0.2831,0.34075,0.1487976
1974,18,1,0.376848684,6,0.0408049,10.20359,0.2831,0.34075,0.1487976
1978,20,0,0.395783097,4,0.059251,10.20359,0.2831,0.34075,0.1494865
1979,24,1,0.463397922,2,0.0659586,10.20359,0.2831,0.34075,0.1456347
1979,21,1,0.403392469,2,0.0659586,10.20359,0.2831,0.34075,0.1456347
1979,15,1,0.413002381,1,0.0659586,10.20359,0.2831,0.34075,0.1456347
1979,19,0,0.378263408,2,0.0659586,10.20359,0.2831,0.34075,0.1456347
1980,28,0,0.389750299,4,0.0771381,10.62133,0.2796,0.24365,0.1373002
1982,46,0,0.371818811,0,0.0950252,10.62133,0.2796,0.24365,0.13776
1972,28,1,0.401311362,3,0.0346562,10.20359,0.2831,0.34075,0.1565455
1973,19,1,0.463210387,4,0.038569,10.20359,0.2831,0.34075,0.1562987
1974,19,0,0.359906793,5,0.0408049,10.20359,0.2831,0.34075,0.1487976
1974,22,1,0.394328316,6,0.0408049,10.20359,0.2831,0.34075,0.1487976
1987,19,1,0.361555354,6,0.1274455,10.62133,0.2796,0.24365,0.1367292
1980,28,1,0.447182959,6,0.0771381,10.62133,0.2796,0.24365,0.1373002
1987,21,1,0.309872679,6,0.1274455,10.62133,0.2796,0.24365,0.1367292
1984,20,1,0.311560911,6,0.1073225,10.62133,0.2796,0.24365,0.138887
1987,21,1,0.346529671,6,0.1274455,10.62133,0.2796,0.24365,0.1367292
1968,27,1,0.496322015,2,0.0262717,9.952278,0.3014,0.5274,0.1454793
1969,41,1,0.44501709,1,0.0290665,9.952278,0.3014,0.5274,0.1463935
1983,21,1,0.377618372,6,0.1006149,10.62133,0.2796,0.24365,0.1393506
1983,23,1,0.373721956,6,0.1006149,10.62133,0.2796,0.24365,0.1393506
1987,19,1,0.338484872,6,0.1274455,10.62133,0.2796,0.24365,0.1367292
1974,27,1,0.478117575,2,0.0408049,10.20359,0.2831,0.34075,0.1487976
1976,23,0,0.353175093,6,0.0508664,10.20359,0.2831,0.34075,0.1482917
1980,24,0,0.396162733,6,0.0771381,10.62133,0.2796,0.24365,0.1373002
1976,29,1,0.388272987,3,0.0508664,10.20359,0.2831,0.34075,0.1482917
1985,21,1,0.34680947,0,0.1106764,10.62133,0.2796,0.24365,0.137792
1970,20,1,0.38816746,4,0.0307434,10.20359,0.2831,0.34075,0.1469026
1986,19,1,0.404576575,5,0.1196199,10.62133,0.2796,0.24365,0.1390484
1985,27,1,0.274713714,3,0.1106764,10.62133,0.2796,0.24365,0.137792
1978,20,1,0.397611842,6,0.059251,10.20359,0.2831,0.34075,0.1494865
1979,19,1,0.444973407,6,0.0659586,10.20359,0.2831,0.34075,0.1456347
1987,19,1,0.323296109,6,0.1274455,10.62133,0.2796,0.24365,0.1367292
1981,25,1,0.390221733,6,0.0894354,10.62133,0.2796,0.24365,0.1362066
1966,22,1,0.438705202,3,0.0245947,9.952278,0.3014,0.5274,0.142437
1987,17,1,0.346804536,9,0.1274455,10.62133,0.2796,0.24365,0.1367292
1974,21,1,0.473815942,6,0.0408049,10.20359,0.2831,0.34075,0.1487976
1970,34,1,0.451484359,0,0.0307434,10.20359,0.2831,0.34075,0.1469026
1975,22,1,0.356477454,6,0.0458357,10.20359,0.2831,0.34075,0.1475543
1981,20,1,0.333603149,6,0.0894354,10.62133,0.2796,0.24365,0.1362066
1975,16,1,0.441309074,0,0.0458357,10.20359,0.2831,0.34075,0.1475543
1977,33,1,0.462703545,3,0.0553382,10.20359,0.2831,0.34075,0.1494673
1982,28,1,0.277071086,6,0.0950252,10.62133,0.2796,0.24365,0.13776
1982,32,1,0.341447158,6,0.0950252,10.62133,0.2796,0.24365,0.13776
1982,35,1,0.354836207,3,0.0950252,10.62133,0.2796,0.24365,0.13776
1975,26,1,0.35957742,6,0.0458357,10.20359,0.2831,0.34075,0.1475543
1978,18,0,0.363657746,6,0.059251,10.20359,0.2831,0.34075,0.1494865
1978,26,1,0.403752731,6,0.059251,10.20359,0.2831,0.34075,0.1494865
1968,19,0,0.363361187,6,0.0262717,9.952278,0.3014,0.5274,0.1454793
1980,26,1,0.396439028,6,0.0771381,10.62133,0.2796,0.24365,0.1373002
1983,54,0,0.362888444,4,0.1006149,10.62133,0.2796,0.24365,0.1393506
1986,62,1,0.286783666,3,0.1196199,10.62133,0.2796,0.24365,0.1390484
1985,24,1,0.332908691,6,0.1106764,10.62133,0.2796,0.24365,0.137792
1985,18,1,0.367237836,12,0.1106764,10.62133,0.2796,0.24365,0.137792
1985,28,1,0.249570898,6,0.1106764,10.62133,0.2796,0.24365,0.137792
1987,18,1,0.376790723,6,0.1274455,10.62133,0.2796,0.24365,0.1367292
1970,20,1,0.437554219,2,0.0307434,10.20359,0.2831,0.34075,0.1469026
1980,38,0,0.358024482,3,0.0771381,10.62133,0.2796,0.24365,0.1373002
1986,36,1,0.382744181,5,0.1196199,10.62133,0.2796,0.24365,0.1390484
1968,22,0,0.400561573,10,0.0262717,9.952278,0.3014,0.5274,0.1454793
1985,32,1,0.326572245,2,0.1106764,10.62133,0.2796,0.24365,0.137792
1987,15,1,0.283269427,4,0.1274455,10.62133,0.2796,0.24365,0.1367292
1981,22,1,0.327118496,6,0.0894354,10.62133,0.2796,0.24365,0.1362066
1985,24,1,0.292031108,0,0.1106764,10.62133,0.2796,0.24365,0.137792
1987,28,1,0.315501476,1,0.1274455,10.62133,0.2796,0.24365,0.1367292
1970,20,1,0.427835045,5,0.0307434,10.20359,0.2831,0.34075,0.1469026
1984,26,1,0.311162954,6,0.1073225,10.62133,0.2796,0.24365,0.138887
1979,27,1,0.45322397,6,0.0659586,10.20359,0.2831,0.34075,0.1456347
1979,24,1,0.390855672,6,0.0659586,10.20359,0.2831,0.34075,0.1456347
1984,21,1,0.408390135,6,0.1073225,10.62133,0.2796,0.24365,0.138887
1987,20,1,0.325554843,6,0.1274455,10.62133,0.2796,0.24365,0.1367292
1987,25,1,0.351917268,6,0.1274455,10.62133,0.2796,0.24365,0.1367292
1979,31,1,0.328885893,2,0.0659586,10.20359,0.2831,0.34075,0.1456347
1985,17,1,0.388766247,6,0.1106764,10.62133,0.2796,0.24365,0.137792
1980,18,1,0.448297884,6,0.0771381,10.62133,0.2796,0.24365,0.1373002
1983,19,1,0.344848793,6,0.1006149,10.62133,0.2796,0.24365,0.1393506
1983,18,1,0.435154956,3,0.1006149,10.62133,0.2796,0.24365,0.1393506
1976,17,1,0.469092048,3,0.0508664,10.20359,0.2831,0.34075,0.1482917
1980,19,0,0.4279616,6,0.0771381,10.62133,0.2796,0.24365,0.1373002
1980,20,1,0.438778628,6,0.0771381,10.62133,0.2796,0.24365,0.1373002
1978,19,1,0.377365279,8,0.059251,10.20359,0.2831,0.34075,0.1494865
1981,24,1,0.365345371,6,0.0894354,10.62133,0.2796,0.24365,0.1362066
1984,19,1,0.359428737,7,0.1073225,10.62133,0.2796,0.24365,0.138887
1979,21,1,0.407389597,5,0.0659586,10.20359,0.2831,0.34075,0.1456347
1980,18,1,0.391194149,4,0.0771381,10.62133,0.2796,0.24365,0.1373002
1986,22,1,0.360722499,6,0.1196199,10.62133,0.2796,0.24365,0.1390484
1986,26,1,0.289829845,4,0.1196199,10.62133,0.2796,0.24365,0.1390484
1987,17,1,0.33039071,8,0.1274455,10.62133,0.2796,0.24365,0.1367292
1977,20,1,0.336733181,6,0.0553382,10.20359,0.2831,0.34075,0.1494673
1982,25,0,0.349316622,5,0.0950252,10.62133,0.2796,0.24365,0.13776
1979,24,1,0.427988484,0,0.0659586,10.20359,0.2831,0.34075,0.1456347
1969,20,1,0.432029589,3,0.0290665,9.952278,0.3014,0.5274,0.1463935
1975,19,0,0.35291946,6,0.0458357,10.20359,0.2831,0.34075,0.1475543
1972,15,1,0.495816136,6,0.0346562,10.20359,0.2831,0.34075,0.1565455
1980,18,0,0.347687764,6,0.0771381,10.62133,0.2796,0.24365,0.1373002
1977,15,1,0.328208751,6,0.0553382,10.20359,0.2831,0.34075,0.1494673
1979,17,0,0.38850591,6,0.0659586,10.20359,0.2831,0.34075,0.1456347
1983,32,1,0.43682674,4,0.1006149,10.62133,0.2796,0.24365,0.1393506
1985,17,1,0.411769277,9,0.1106764,10.62133,0.2796,0.24365,0.137792
1976,23,1,0.344597492,2,0.0508664,10.20359,0.2831,0.34075,0.1482917
1978,20,0,0.449801264,2,0.059251,10.20359,0.2831,0.34075,0.1494865
1971,16,1,0.438438099,4,0.0340973,10.20359,0.2831,0.34075,0.1496652
1977,19,0,0.342614252,11,0.0553382,10.20359,0.2831,0.34075,0.1494673
1985,20,1,0.385220139,6,0.1106764,10.62133,0.2796,0.24365,0.137792
1988,22,0,0.261454014,6,0.1386249,10.62133,0.2796,0.24365,0.1352272
1986,21,1,0.433787026,6,0.1196199,10.62133,0.2796,0.24365,0.1390484
1969,41,1,0.433139176,2,0.0290665,9.952278,0.3014,0.5274,0.1463935
1972,15,0,0.418519677,9,0.0346562,10.20359,0.2831,0.34075,0.1565455
1972,16,0,0.435747613,9,0.0346562,10.20359,0.2831,0.34075,0.1565455
1974,15,1,0.392656045,9,0.0408049,10.20359,0.2831,0.34075,0.1487976
1974,20,1,0.432118706,11,0.0408049,10.20359,0.2831,0.34075,0.1487976
1981,17,0,0.315089832,11,0.0894354,10.62133,0.2796,0.24365,0.1362066
1988,27,1,0.275712271,14,0.1386249,10.62133,0.2796,0.24365,0.1352272
1979,24,1,0.322450173,6,0.0659586,10.20359,0.2831,0.34075,0.1456347
1979,15,0,0.350461391,6,0.0659586,10.20359,0.2831,0.34075,0.1456347
1979,19,1,0.37866443,9,0.0659586,10.20359,0.2831,0.34075,0.1456347
1976,61,0,0.38341542,0,0.0508664,10.20359,0.2831,0.34075,0.1482917
1977,60,0,0.345985628,0,0.0553382,10.20359,0.2831,0.34075,0.1494673
1986,16,1,0.250037124,10,0.1196199,10.62133,0.2796,0.24365,0.1390484
1986,22,1,0.467270127,12,0.1196199,10.62133,0.2796,0.24365,0.1390484
1988,21,0,0.236224258,6,0.1386249,10.62133,0.2796,0.24365,0.1352272
1976,25,1,0.438184832,15,0.0508664,10.20359,0.2831,0.34075,0.1482917
1985,57,1,0.425678514,0,0.0266328,13.29295,0.1527,0.0563,0.137792
1985,39,1,0.412609427,3,0.0266328,13.29295,0.1527,0.0563,0.137792
1985,21,1,0.478675659,6,0.0266328,13.29295,0.1527,0.0563,0.137792
1985,24,1,0.434202289,6,0.0266328,13.29295,0.1527,0.0563,0.137792
1980,18,1,0.47393843,6,0.0202917,13.29295,0.1527,0.0563,0.1373002
1980,16,1,0.448596843,6,0.0202917,13.29295,0.1527,0.0563,0.1373002
1980,20,0,0.533379074,9,0.0202917,13.29295,0.1527,0.0563,0.1373002
1980,44,1,0.362296891,3,0.0202917,13.29295,0.1527,0.0563,0.1373002
1980,45,0,0.445616779,3,0.0202917,13.29295,0.1527,0.0563,0.1373002
1987,16,1,0.386002477,6,0.0304375,13.29295,0.1527,0.0563,0.1367292
1977,44,1,0.518011975,0,0.016487,12.80765,0.1425,0.0887,0.1494673
1985,18,1,0.497925411,6,0.0266328,13.29295,0.1527,0.0563,0.137792
1984,44,1,0.379155452,0,0.0253646,13.29295,0.1527,0.0563,0.138887
1978,35,1,0.377297511,6,0.0177552,12.80765,0.1425,0.0887,0.1494865
1972,29,0,0.417457939,0,0.0120482,12.80765,0.1425,0.0887,0.1565455
1968,23,0,0.423567544,6,0.0082435,12.25486,0.2061,0.25985,0.1454793
1970,23,0,0.448808557,6,0.01078,12.80765,0.1425,0.0887,0.1469026
1975,47,1,0.441490539,4,0.0139505,12.80765,0.1425,0.0887,0.1475543
1981,41,1,0.276656453,6,0.0240964,13.29295,0.1527,0.0563,0.1362066
1975,23,1,0.519606502,9,0.0139505,12.80765,0.1425,0.0887,0.1475543
1973,29,1,0.434077587,5,0.0133164,12.80765,0.1425,0.0887,0.1562987
1966,26,1,0.361521041,4,0.0069753,12.25486,0.2061,0.25985,0.142437
1979,15,1,0.376618737,0,0.0190235,12.80765,0.1425,0.0887,0.1456347
1983,33,1,0.367597047,9,0.0247305,13.29295,0.1527,0.0563,0.1393506
1968,27,1,0.455071675,6,0.0082435,12.25486,0.2061,0.25985,0.1454793
1975,29,0,0.485593021,0,0.0139505,12.80765,0.1425,0.0887,0.1475543
1970,24,1,0.484174197,0,0.01078,12.80765,0.1425,0.0887,0.1469026
1977,21,1,0.384212892,6,0.016487,12.80765,0.1425,0.0887,0.1494673
1968,19,1,0.513187594,6,0.0082435,12.25486,0.2061,0.25985,0.1454793
1979,22,1,0.303372665,6,0.0190235,12.80765,0.1425,0.0887,0.1456347
1984,53,1,0.40487437,0,0.0253646,13.29295,0.1527,0.0563,0.138887
1978,37,1,0.455023585,0,0.0177552,12.80765,0.1425,0.0887,0.1494865
1968,19,1,0.436448142,0,0.0082435,12.25486,0.2061,0.25985,0.1454793
1976,32,1,0.451911397,6,0.0158529,12.80765,0.1425,0.0887,0.1482917
1986,19,1,0.539161084,12,0.0298034,13.29295,0.1527,0.0563,0.1390484
1980,28,1,0.327142396,3,0.0202917,13.29295,0.1527,0.0563,0.1373002
1971,15,1,0.501032405,6,0.0509849,7.600903,0.2247,0.6463,0.1496652
1979,18,1,0.268138171,6,0.1280417,7.600903,0.2247,0.6463,0.1456347
1970,17,1,0.381611242,3,0.0451912,7.600903,0.2247,0.6463,0.1469026
1971,20,1,0.369990687,3,0.0509849,7.600903,0.2247,0.6463,0.1496652
1975,24,1,0.40382979,3,0.0869061,7.600903,0.2247,0.6463,0.1475543
1982,23,1,0.343561801,9,0.1755504,8.006368,0.3882,0.47175,0.13776
1982,21,1,0.221496045,6,0.1755504,8.006368,0.3882,0.47175,0.13776
1984,18,1,0.304900068,9,0.1952491,8.006368,0.3882,0.47175,0.138887
1976,36,1,0.342027995,2,0.0932793,7.600903,0.2247,0.6463,0.1482917
1980,17,1,0.254199598,3,0.1483198,8.006368,0.3882,0.47175,0.1373002
1987,17,1,0.222842017,6,0.2387022,8.006368,0.3882,0.47175,0.1367292
1978,21,1,0.320264952,5,0.1158749,7.600903,0.2247,0.6463,0.1494865
1981,20,1,0.229949427,9,0.1593279,8.006368,0.3882,0.47175,0.1362066
1975,16,1,0.309963684,6,0.0869061,7.600903,0.2247,0.6463,0.1475543
1986,21,1,0.278039933,7,0.2253766,8.006368,0.3882,0.47175,0.1390484
1982,39,1,0.360478201,1,0.1755504,8.006368,0.3882,0.47175,0.13776
1978,20,0,0.357053135,4,0.1158749,7.600903,0.2247,0.6463,0.1494865
1980,18,0,0.369815598,6,0.1483198,8.006368,0.3882,0.47175,0.1373002
1983,17,1,0.387187019,9,0.1836616,8.006368,0.3882,0.47175,0.1393506
1971,32,1,0.488477636,0,0.0509849,7.600903,0.2247,0.6463,0.1496652
1973,22,1,0.436892225,0,0.0648899,7.600903,0.2247,0.6463,0.1562987
1974,21,1,0.350723364,0,0.0764774,7.600903,0.2247,0.6463,0.1487976
1975,20,1,0.343215511,0,0.0869061,7.600903,0.2247,0.6463,0.1475543
1982,15,1,0.324717604,6,0.1755504,8.006368,0.3882,0.47175,0.13776
1984,21,1,0.217468224,9,0.1952491,8.006368,0.3882,0.47175,0.138887
1970,24,1,0.404249405,2,0.0451912,7.600903,0.2247,0.6463,0.1469026
1985,17,1,0.243609639,9,0.2056779,8.006368,0.3882,0.47175,0.137792
1986,16,1,0.239948706,9,0.2253766,8.006368,0.3882,0.47175,0.1390484
1981,19,1,0.285483799,0,0.1593279,8.006368,0.3882,0.47175,0.1362066
1977,23,1,0.368277245,3,0.1066049,7.600903,0.2247,0.6463,0.1494673
1976,20,1,0.45370022,6,0.0932793,7.600903,0.2247,0.6463,0.1482917
1979,18,1,0.32236918,5,0.1280417,7.600903,0.2247,0.6463,0.1456347
1982,20,1,0.26978313,6,0.1755504,8.006368,0.3882,0.47175,0.13776
1983,20,1,0.246207735,6,0.1836616,8.006368,0.3882,0.47175,0.1393506
1986,22,1,0.288946299,6,0.2253766,8.006368,0.3882,0.47175,0.1390484
1981,20,1,0.257565889,6,0.1593279,8.006368,0.3882,0.47175,0.1362066
1986,18,1,0.264084984,6,0.2253766,8.006368,0.3882,0.47175,0.1390484
1978,19,1,0.36753069,4,0.1158749,7.600903,0.2247,0.6463,0.1494865
1972,20,1,0.470972977,3,0.0573581,7.600903,0.2247,0.6463,0.1565455
1974,26,1,0.360484948,3,0.0764774,7.600903,0.2247,0.6463,0.1487976
1978,16,0,0.372033999,3,0.1158749,7.600903,0.2247,0.6463,0.1494865
1978,20,0,0.373469313,3,0.1158749,7.600903,0.2247,0.6463,0.1494865
1973,41,1,0.437876298,3,0.0648899,7.600903,0.2247,0.6463,0.1562987
1987,17,1,0.242987166,6,0.2387022,8.006368,0.3882,0.47175,0.1367292
1968,22,1,0.421307565,5,0.0399768,6.907755,0.4304,0.7594,0.1454793
1979,25,1,0.34532814,3,0.1280417,7.600903,0.2247,0.6463,0.1456347
1988,39,1,0.240577674,6,0.2549247,8.006368,0.3882,0.47175,0.1352272
1973,21,1,0.315066417,3,0.0648899,7.600903,0.2247,0.6463,0.1562987
1974,16,0,0.45595062,5,0.0764774,7.600903,0.2247,0.6463,0.1487976
1974,20,1,0.297232545,3,0.0764774,7.600903,0.2247,0.6463,0.1487976
1979,23,0,0.272794627,5,0.1280417,7.600903,0.2247,0.6463,0.1456347
1983,38,1,0.316565248,3,0.1836616,8.006368,0.3882,0.47175,0.1393506
1986,22,1,0.169262067,14,0.2253766,8.006368,0.3882,0.47175,0.1390484
1983,15,1,0.201470977,9,0.1836616,8.006368,0.3882,0.47175,0.1393506
1985,19,1,0.200029698,9,0.2056779,8.006368,0.3882,0.47175,0.137792
1986,17,1,0.207573417,9,0.2253766,8.006368,0.3882,0.47175,0.1390484
1977,28,1,0.310005167,6,0.1066049,7.600903,0.2247,0.6463,0.1494673
1976,21,1,0.40293521,3,0.0932793,7.600903,0.2247,0.6463,0.1482917
1979,25,1,0.342039375,6,0.1280417,7.600903,0.2247,0.6463,0.1456347
1981,25,0,0.214690998,6,0.1593279,8.006368,0.3882,0.47175,0.1362066
1970,23,1,0.436111749,4,0.0451912,7.600903,0.2247,0.6463,0.1469026
1981,32,0,0.295294665,4,0.1593279,8.006368,0.3882,0.47175,0.1362066
1982,38,0,0.335275736,0,0.1755504,8.006368,0.3882,0.47175,0.13776
1982,30,1,0.308843613,4,0.1755504,8.006368,0.3882,0.47175,0.13776
1984,38,0,0.236330235,2,0.1952491,8.006368,0.3882,0.47175,0.138887
1985,35,1,0.223819693,6,0.2056779,8.006368,0.3882,0.47175,0.137792
1985,45,1,0.239329725,6,0.2056779,8.006368,0.3882,0.47175,0.137792
1986,42,0,0.221814029,0,0.2253766,8.006368,0.3882,0.47175,0.1390484
1976,32,1,0.384350454,4,0.0932793,7.600903,0.2247,0.6463,0.1482917
1973,18,1,0.410537039,5,0.0648899,7.600903,0.2247,0.6463,0.1562987
1977,16,1,0.327066101,4,0.1066049,7.600903,0.2247,0.6463,0.1494673
1978,18,1,0.38611635,3,0.1158749,7.600903,0.2247,0.6463,0.1494865
1979,17,1,0.344854616,4,0.1280417,7.600903,0.2247,0.6463,0.1456347
1987,18,1,0.251910844,6,0.2387022,8.006368,0.3882,0.47175,0.1367292
1976,17,1,0.405428671,6,0.0932793,7.600903,0.2247,0.6463,0.1482917
1978,17,1,0.474926504,3,0.1158749,7.600903,0.2247,0.6463,0.1494865
1979,16,1,0.337356835,5,0.1280417,7.600903,0.2247,0.6463,0.1456347
1988,18,1,0.191074436,9,0.2549247,8.006368,0.3882,0.47175,0.1352272
1985,17,1,0.252197384,6,0.2056779,8.006368,0.3882,0.47175,0.137792
1988,17,1,0.190708282,6,0.2549247,8.006368,0.3882,0.47175,0.1352272
1988,19,1,0.191675778,6,0.2549247,8.006368,0.3882,0.47175,0.1352272
1979,22,1,0.337910061,6,0.1280417,7.600903,0.2247,0.6463,0.1456347
1980,23,0,0.415666044,3,0.1483198,8.006368,0.3882,0.47175,0.1373002
1979,47,1,0.377869315,3,0.1280417,7.600903,0.2247,0.6463,0.1456347
1988,20,1,0.244270008,6,0.2549247,8.006368,0.3882,0.47175,0.1352272
1987,38,1,0.173497489,0,0.2387022,8.006368,0.3882,0.47175,0.1367292
1986,17,1,0.257412751,11,0.2253766,8.006368,0.3882,0.47175,0.1390484
1986,19,1,0.252107781,13,0.2253766,8.006368,0.3882,0.47175,0.1390484
1987,42,1,0.155246411,4,0.2387022,8.006368,0.3882,0.47175,0.1367292
1966,26,1,0.405472997,2,0.0388181,6.907755,0.4304,0.7594,0.142437
1988,20,1,0.174359732,12,0.2549247,8.006368,0.3882,0.47175,0.1352272
1972,24,1,0.375355043,4,0.0573581,7.600903,0.2247,0.6463,0.1565455
1973,19,1,0.39392127,6,0.0648899,7.600903,0.2247,0.6463,0.1562987
